id,rede,registros,ultimo_brt,atraso_min,chuva_campo20,acumulado_campo21,nivel_campo45,papel
2f8e135d-b70d-426a-b4b0-7bf2d193291c,davis,127,2026-09-21T13:37:00-03:00,97.3,7.6,81.5,,Conferência; não assimilada diretamente na calibração longa ANA
556cce20-c5c6-4f91-97f9-39f122e1c591,davis,138,2026-09-21T15:09:00-03:00,5.3,0.6,124.4,,Conferência; não assimilada diretamente na calibração longa ANA
3e64f4db-023b-403f-8de0-8c9d815e348b,davis,137,2026-09-21T15:07:00-03:00,7.3,7.4,24.0,,Conferência; não assimilada diretamente na calibração longa ANA
86500000,sgb_cprm,55,2026-09-21T13:30:00-03:00,104.3,3.8,101.6,4.89,Conferência; não assimilada diretamente na calibração longa ANA
86160000,sgb_cprm,55,2026-09-21T13:45:00-03:00,89.3,14.0,120.8,5.69,Conferência; não assimilada diretamente na calibração longa ANA
86510000,sgb_cprm,60,2026-09-21T14:45:00-03:00,29.3,2.6,124.2,9.23,Conferência; não assimilada diretamente na calibração longa ANA
02851044,sgb_cprm,55,2026-09-21T13:30:00-03:00,104.3,0.0,0.0,0.01,Conferência; não assimilada diretamente na calibração longa ANA
02851072,sgb_cprm,60,2026-09-21T14:45:00-03:00,29.3,0.0,0.0,-999.9,Conferência; não assimilada diretamente na calibração longa ANA
86472000,sgb_cprm,55,2026-09-21T13:30:00-03:00,104.3,9.0,134.0,-999.9,Conferência; não assimilada diretamente na calibração longa ANA
86472600,sgb_cprm,60,2026-09-21T14:45:00-03:00,29.3,3.6,163.2,-999.9,Conferência; não assimilada diretamente na calibração longa ANA
B859,inmet,16,2026-09-21T15:00:00-03:00,14.3,0.0,122.2,,Conferência; não assimilada diretamente na calibração longa ANA
A840,inmet,16,2026-09-21T15:00:00-03:00,14.3,0.4,122.2,,Conferência; não assimilada diretamente na calibração longa ANA
B856,inmet,10,2026-09-21T15:00:00-03:00,14.3,5.7,12.0,,Conferência; não assimilada diretamente na calibração longa ANA
B858,inmet,16,2026-09-21T15:00:00-03:00,14.3,0.0,65.6,,Conferência; não assimilada diretamente na calibração longa ANA
A829,inmet,11,2026-09-21T15:00:00-03:00,14.3,6.2,84.6,,Conferência; não assimilada diretamente na calibração longa ANA
B817,inmet,16,2026-09-21T15:00:00-03:00,14.3,0.8,103.3,,Conferência; não assimilada diretamente na calibração longa ANA
67ad4ee435fc1a62c31c72d3,ambient_weather,441,2026-09-21T15:11:00-03:00,3.3,13.2,15.800000000000182,,Conferência; não assimilada diretamente na calibração longa ANA
7329,cemaden,55,2026-09-21T15:10:00-03:00,4.3,1.0,176.4,,Conferência; não assimilada diretamente na calibração longa ANA
7330,cemaden,17,2026-09-21T15:10:00-03:00,4.3,-999.9,0.0,,Conferência; não assimilada diretamente na calibração longa ANA
7331,cemaden,16,2026-09-21T15:10:00-03:00,4.3,-999.9,0.2,,Conferência; não assimilada diretamente na calibração longa ANA
7379,cemaden,25,2026-09-21T14:40:00-03:00,34.3,2.0,47.2,,Conferência; não assimilada diretamente na calibração longa ANA
8928,cemaden,33,2026-09-21T14:30:00-03:00,44.3,-999.9,103.6,,Conferência; não assimilada diretamente na calibração longa ANA
16911,cemaden,17,2026-09-21T15:10:00-03:00,4.3,-999.9,0.2,,Conferência; não assimilada diretamente na calibração longa ANA
16912,cemaden,47,2026-09-21T15:10:00-03:00,4.3,0.8,134.4,,Conferência; não assimilada diretamente na calibração longa ANA
16913,cemaden,49,2026-09-21T15:10:00-03:00,4.3,0.8,165.8,,Conferência; não assimilada diretamente na calibração longa ANA
16914,cemaden,53,2026-09-21T15:10:00-03:00,4.3,7.8,76.0,,Conferência; não assimilada diretamente na calibração longa ANA
16917,cemaden,53,2026-09-21T15:10:00-03:00,4.3,1.0,143.6,,Conferência; não assimilada diretamente na calibração longa ANA
16918,cemaden,15,2026-09-21T15:10:00-03:00,4.3,-999.9,0.0,,Conferência; não assimilada diretamente na calibração longa ANA
16920,cemaden,48,2026-09-21T15:10:00-03:00,4.3,4.2,116.4,,Conferência; não assimilada diretamente na calibração longa ANA
16921,cemaden,21,2026-09-21T15:10:00-03:00,4.3,0.2,0.8,,Conferência; não assimilada diretamente na calibração longa ANA
16922,cemaden,17,2026-09-21T15:00:00-03:00,14.3,0.2,0.4,,Conferência; não assimilada diretamente na calibração longa ANA
16926,cemaden,18,2026-09-21T15:00:00-03:00,14.3,0.2,0.2,,Conferência; não assimilada diretamente na calibração longa ANA
16927,cemaden,52,2026-09-21T15:10:00-03:00,4.3,0.2,170.0,,Conferência; não assimilada diretamente na calibração longa ANA
16929,cemaden,16,2026-09-21T15:10:00-03:00,4.3,-999.9,0.0,,Conferência; não assimilada diretamente na calibração longa ANA
16930,cemaden,42,2026-09-21T15:10:00-03:00,4.3,0.2,115.4,,Conferência; não assimilada diretamente na calibração longa ANA
16931,cemaden,39,2026-09-21T15:10:00-03:00,4.3,0.2,135.8,,Conferência; não assimilada diretamente na calibração longa ANA
16935,cemaden,51,2026-09-21T15:10:00-03:00,4.3,0.2,161.6,,Conferência; não assimilada diretamente na calibração longa ANA
16936,cemaden,45,2026-09-21T15:10:00-03:00,4.3,-999.9,90.6,,Conferência; não assimilada diretamente na calibração longa ANA
16938,cemaden,16,2026-09-21T15:10:00-03:00,4.3,-999.9,0.0,,Conferência; não assimilada diretamente na calibração longa ANA
16939,cemaden,45,2026-09-21T15:00:00-03:00,14.3,5.8,81.4,,Conferência; não assimilada diretamente na calibração longa ANA
16940,cemaden,53,2026-09-21T15:00:00-03:00,14.3,2.8,108.4,,Conferência; não assimilada diretamente na calibração longa ANA
16952,cemaden,41,2026-09-21T15:10:00-03:00,4.3,0.2,129.4,,Conferência; não assimilada diretamente na calibração longa ANA
17558,cemaden,51,2026-09-21T15:10:00-03:00,4.3,0.4,124.4,,Conferência; não assimilada diretamente na calibração longa ANA
17559,cemaden,50,2026-09-21T15:10:00-03:00,4.3,0.6,144.4,,Conferência; não assimilada diretamente na calibração longa ANA
17560,cemaden,50,2026-09-21T15:10:00-03:00,4.3,0.4,139.2,,Conferência; não assimilada diretamente na calibração longa ANA
17561,cemaden,50,2026-09-21T15:10:00-03:00,4.3,0.2,134.6,,Conferência; não assimilada diretamente na calibração longa ANA
17717,cemaden,47,2026-09-21T15:10:00-03:00,4.3,-999.9,128.2,,Conferência; não assimilada diretamente na calibração longa ANA
17718,cemaden,46,2026-09-21T15:10:00-03:00,4.3,-999.9,144.8,,Conferência; não assimilada diretamente na calibração longa ANA
17719,cemaden,16,2026-09-21T15:10:00-03:00,4.3,-999.9,-0.2,,Conferência; não assimilada diretamente na calibração longa ANA
17786,cemaden,53,2026-09-21T15:10:00-03:00,4.3,0.8,174.8,,Conferência; não assimilada diretamente na calibração longa ANA
17789,cemaden,51,2026-09-21T15:00:00-03:00,14.3,5.4,163.2,,Conferência; não assimilada diretamente na calibração longa ANA
17793,cemaden,40,2026-09-21T15:10:00-03:00,4.3,4.4,68.4,,Conferência; não assimilada diretamente na calibração longa ANA
17794,cemaden,23,2026-09-21T15:10:00-03:00,4.3,7.2,19.4,,Conferência; não assimilada diretamente na calibração longa ANA
17795,cemaden,33,2026-09-21T15:10:00-03:00,4.3,-999.9,113.0,,Conferência; não assimilada diretamente na calibração longa ANA
17796,cemaden,29,2026-09-21T15:10:00-03:00,4.3,2.8,70.8,,Conferência; não assimilada diretamente na calibração longa ANA
17804,cemaden,24,2026-09-21T15:00:00-03:00,14.3,0.2,17.4,,Conferência; não assimilada diretamente na calibração longa ANA
17805,cemaden,23,2026-09-21T15:10:00-03:00,4.3,-999.9,17.2,,Conferência; não assimilada diretamente na calibração longa ANA
17819,cemaden,26,2026-09-21T15:10:00-03:00,4.3,-999.9,35.2,,Conferência; não assimilada diretamente na calibração longa ANA
17822,cemaden,16,2026-09-21T15:10:00-03:00,4.3,-999.9,0.0,,Conferência; não assimilada diretamente na calibração longa ANA
17824,cemaden,35,2026-09-21T15:10:00-03:00,4.3,0.6,100.8,,Conferência; não assimilada diretamente na calibração longa ANA
17825,cemaden,36,2026-09-21T15:10:00-03:00,4.3,0.2,95.8,,Conferência; não assimilada diretamente na calibração longa ANA
17826,cemaden,31,2026-09-21T15:10:00-03:00,4.3,-999.9,59.4,,Conferência; não assimilada diretamente na calibração longa ANA
17895,cemaden,55,2026-09-21T15:00:00-03:00,14.3,5.0,92.6,,Conferência; não assimilada diretamente na calibração longa ANA
17896,cemaden,49,2026-09-21T15:00:00-03:00,14.3,3.4,106.0,,Conferência; não assimilada diretamente na calibração longa ANA
