profile,origin_epoch,query_epoch,source_index,selected_source_epoch,original_level_m,asof_admissible,base_m,age_minutes
A,1743656400.0,1743655500.0,199,1743655500.0,0.88,True,0.88,15.0
A,1743660000.0,1743659100.0,203,1743659100.0,0.9,True,0.9,15.0
A,1743663600.0,1743662700.0,207,1743662700.0,0.93,True,0.93,15.0
A,1743667200.0,1743666300.0,211,1743666300.0,0.97,True,0.97,15.0
A,1743670800.0,1743669900.0,215,1743669900.0,1.01,True,1.01,15.0
A,1743674400.0,1743673500.0,219,1743673500.0,1.04,True,1.04,15.0
A,1743678000.0,1743677100.0,223,1743677100.0,1.09,True,1.09,15.0
A,1743681600.0,1743680700.0,227,1743680700.0,1.42,True,1.42,15.0
A,1743685200.0,1743684300.0,231,1743684300.0,2.0,True,2.0,15.0
A,1743688800.0,1743687900.0,235,1743687900.0,2.3,True,2.3,15.0
A,1743692400.0,1743691500.0,239,1743691500.0,2.43,True,2.43,15.0
A,1743696000.0,1743695100.0,243,1743695100.0,2.46,True,2.46,15.0
A,1743699600.0,1743698700.0,247,1743698700.0,2.44,True,2.44,15.0
A,1743703200.0,1743702300.0,251,1743702300.0,2.38,True,2.38,15.0
A,1743706800.0,1743705900.0,255,1743705900.0,2.33,True,2.33,15.0
A,1743710400.0,1743709500.0,259,1743709500.0,2.32,True,2.32,15.0
A,1743714000.0,1743713100.0,263,1743713100.0,2.35,True,2.35,15.0
A,1743717600.0,1743716700.0,267,1743716700.0,2.38,True,2.38,15.0
A,1743721200.0,1743720300.0,271,1743720300.0,2.39,True,2.39,15.0
A,1743724800.0,1743723900.0,275,1743723900.0,2.34,True,2.34,15.0
A,1743728400.0,1743727500.0,279,1743727500.0,2.24,True,2.24,15.0
A,1743732000.0,1743731100.0,283,1743731100.0,2.12,True,2.12,15.0
A,1743735600.0,1743734700.0,287,1743734700.0,1.99,True,1.99,15.0
A,1743739200.0,1743738300.0,291,1743738300.0,1.87,True,1.87,15.0
A,1743742800.0,1743741900.0,295,1743741900.0,1.77,True,1.77,15.0
A,1743746400.0,1743745500.0,299,1743745500.0,1.68,True,1.68,15.0
A,1743750000.0,1743749100.0,303,1743749100.0,1.61,True,1.61,15.0
A,1743753600.0,1743752700.0,307,1743752700.0,1.56,True,1.56,15.0
A,1743757200.0,1743756300.0,311,1743756300.0,1.51,True,1.51,15.0
A,1743760800.0,1743759900.0,315,1743759900.0,1.48,True,1.48,15.0
A,1743764400.0,1743763500.0,319,1743763500.0,1.45,True,1.45,15.0
A,1743768000.0,1743767100.0,323,1743767100.0,1.43,True,1.43,15.0
A,1743771600.0,1743770700.0,327,1743770700.0,1.41,True,1.41,15.0
A,1743775200.0,1743774300.0,331,1743774300.0,1.4,True,1.4,15.0
A,1743778800.0,1743777900.0,335,1743777900.0,1.39,True,1.39,15.0
A,1743782400.0,1743781500.0,339,1743781500.0,1.37,True,1.37,15.0
A,1743786000.0,1743785100.0,343,1743785100.0,1.37,True,1.37,15.0
A,1743789600.0,1743788700.0,347,1743788700.0,1.36,True,1.36,15.0
A,1743793200.0,1743792300.0,351,1743792300.0,1.37,True,1.37,15.0
A,1743796800.0,1743795900.0,355,1743795900.0,1.38,True,1.38,15.0
A,1743800400.0,1743799500.0,359,1743799500.0,1.39,True,1.39,15.0
A,1743804000.0,1743803100.0,363,1743803100.0,1.4,True,1.4,15.0
A,1743807600.0,1743806700.0,367,1743806700.0,1.4,True,1.4,15.0
A,1743811200.0,1743810300.0,371,1743810300.0,1.4,True,1.4,15.0
A,1743814800.0,1743813900.0,375,1743813900.0,1.42,True,1.42,15.0
A,1743818400.0,1743817500.0,379,1743817500.0,1.55,True,1.55,15.0
A,1743822000.0,1743821100.0,383,1743821100.0,1.82,True,1.82,15.0
A,1743825600.0,1743824700.0,387,1743824700.0,2.01,True,2.01,15.0
A,1743829200.0,1743828300.0,391,1743828300.0,2.04,True,2.04,15.0
A,1743832800.0,1743831900.0,395,1743831900.0,1.98,True,1.98,15.0
A,1743836400.0,1743835500.0,399,1743835500.0,1.87,True,1.87,15.0
A,1743840000.0,1743839100.0,403,1743839100.0,1.75,True,1.75,15.0
A,1743843600.0,1743842700.0,407,1743842700.0,1.65,True,1.65,15.0
A,1743847200.0,1743846300.0,411,1743846300.0,1.55,True,1.55,15.0
A,1743850800.0,1743849900.0,415,1743849900.0,1.48,True,1.48,15.0
A,1743854400.0,1743853500.0,419,1743853500.0,1.41,True,1.41,15.0
A,1743858000.0,1743857100.0,423,1743857100.0,1.36,True,1.36,15.0
A,1743861600.0,1743860700.0,427,1743860700.0,1.32,True,1.32,15.0
A,1743865200.0,1743864300.0,431,1743864300.0,1.28,True,1.28,15.0
A,1743868800.0,1743867900.0,435,1743867900.0,1.26,True,1.26,15.0
A,1743872400.0,1743871500.0,439,1743871500.0,1.24,True,1.24,15.0
A,1743876000.0,1743875100.0,443,1743875100.0,1.23,True,1.23,15.0
A,1743879600.0,1743878700.0,447,1743878700.0,1.22,True,1.22,15.0
A,1743883200.0,1743882300.0,451,1743882300.0,1.2,True,1.2,15.0
A,1743886800.0,1743885900.0,455,1743885900.0,1.19,True,1.19,15.0
A,1743890400.0,1743889500.0,459,1743889500.0,1.17,True,1.17,15.0
A,1743894000.0,1743893100.0,463,1743893100.0,1.16,True,1.16,15.0
A,1743897600.0,1743896700.0,467,1743896700.0,1.15,True,1.15,15.0
A,1743901200.0,1743900300.0,471,1743900300.0,1.14,True,1.14,15.0
A,1743904800.0,1743903900.0,475,1743903900.0,1.13,True,1.13,15.0
A,1743908400.0,1743907500.0,479,1743907500.0,1.13,True,1.13,15.0
A,1743912000.0,1743911100.0,483,1743911100.0,1.12,True,1.12,15.0
A,1743915600.0,1743914700.0,487,1743914700.0,1.12,True,1.12,15.0
A,1743919200.0,1743918300.0,491,1743918300.0,1.11,True,1.11,15.0
A,1743922800.0,1743921900.0,495,1743921900.0,1.1,True,1.1,15.0
A,1743926400.0,1743925500.0,499,1743925500.0,1.09,True,1.09,15.0
A,1743930000.0,1743929100.0,503,1743929100.0,1.09,True,1.09,15.0
A,1743933600.0,1743932700.0,507,1743932700.0,1.08,True,1.08,15.0
A,1743937200.0,1743936300.0,511,1743936300.0,1.09,True,1.09,15.0
A,1743940800.0,1743939900.0,515,1743939900.0,1.1,True,1.1,15.0
A,1743944400.0,1743943500.0,519,1743943500.0,1.11,True,1.11,15.0
A,1743948000.0,1743947100.0,523,1743947100.0,1.13,True,1.13,15.0
A,1743951600.0,1743950700.0,527,1743950700.0,1.14,True,1.14,15.0
A,1743955200.0,1743954300.0,531,1743954300.0,1.15,True,1.15,15.0
A,1743958800.0,1743957900.0,535,1743957900.0,1.15,True,1.15,15.0
A,1743962400.0,1743961500.0,539,1743961500.0,1.15,True,1.15,15.0
A,1743966000.0,1743965100.0,543,1743965100.0,1.14,True,1.14,15.0
A,1743969600.0,1743968700.0,547,1743968700.0,1.13,True,1.13,15.0
A,1743973200.0,1743972300.0,551,1743972300.0,1.12,True,1.12,15.0
A,1743976800.0,1743975900.0,555,1743975900.0,1.11,True,1.11,15.0
A,1743980400.0,1743979500.0,559,1743979500.0,1.09,True,1.09,15.0
A,1743984000.0,1743983100.0,563,1743983100.0,1.08,True,1.08,15.0
A,1743987600.0,1743986700.0,567,1743986700.0,1.07,True,1.07,15.0
A,1743991200.0,1743990300.0,571,1743990300.0,1.05,True,1.05,15.0
A,1743994800.0,1743993900.0,575,1743993900.0,1.04,True,1.04,15.0
A,1743998400.0,1743997500.0,579,1743997500.0,1.03,True,1.03,15.0
A,1744002000.0,1744001100.0,583,1744001100.0,1.03,True,1.03,15.0
A,1744005600.0,1744004700.0,587,1744004700.0,1.02,True,1.02,15.0
A,1744009200.0,1744008300.0,591,1744008300.0,1.02,True,1.02,15.0
A,1744012800.0,1744011900.0,595,1744011900.0,1.01,True,1.01,15.0
A,1744016400.0,1744015500.0,599,1744015500.0,1.01,True,1.01,15.0
A,1744020000.0,1744019100.0,603,1744019100.0,1.01,True,1.01,15.0
A,1744023600.0,1744022700.0,607,1744022700.0,1.01,True,1.01,15.0
A,1744027200.0,1744026300.0,611,1744026300.0,1.01,True,1.01,15.0
A,1744030800.0,1744029900.0,615,1744029900.0,1.01,True,1.01,15.0
A,1744034400.0,1744033500.0,619,1744033500.0,1.0,True,1.0,15.0
A,1744038000.0,1744037100.0,623,1744037100.0,1.0,True,1.0,15.0
A,1744041600.0,1744040700.0,627,1744040700.0,1.0,True,1.0,15.0
A,1744045200.0,1744044300.0,631,1744044300.0,1.01,True,1.01,15.0
A,1744048800.0,1744047900.0,635,1744047900.0,1.01,True,1.01,15.0
A,1744052400.0,1744051500.0,639,1744051500.0,1.01,True,1.01,15.0
A,1744056000.0,1744055100.0,643,1744055100.0,1.02,True,1.02,15.0
A,1744059600.0,1744058700.0,647,1744058700.0,1.02,True,1.02,15.0
A,1744063200.0,1744062300.0,651,1744062300.0,1.04,True,1.04,15.0
A,1744066800.0,1744065900.0,655,1744065900.0,1.07,True,1.07,15.0
A,1744070400.0,1744069500.0,659,1744069500.0,1.09,True,1.09,15.0
A,1744074000.0,1744073100.0,663,1744073100.0,1.11,True,1.11,15.0
A,1744077600.0,1744076700.0,667,1744076700.0,1.13,True,1.13,15.0
A,1744081200.0,1744080300.0,671,1744080300.0,1.14,True,1.14,15.0
A,1744084800.0,1744083900.0,675,1744083900.0,1.14,True,1.14,15.0
A,1744088400.0,1744087500.0,679,1744087500.0,1.14,True,1.14,15.0
A,1744092000.0,1744091100.0,683,1744091100.0,1.15,True,1.15,15.0
A,1744095600.0,1744094700.0,687,1744094700.0,1.16,True,1.16,15.0
A,1744099200.0,1744098300.0,691,1744098300.0,1.15,True,1.15,15.0
A,1744102800.0,1744101900.0,695,1744101900.0,1.15,True,1.15,15.0
A,1744106400.0,1744105500.0,699,1744105500.0,1.16,True,1.16,15.0
A,1744110000.0,1744109100.0,703,1744109100.0,1.17,True,1.17,15.0
A,1744113600.0,1744112700.0,707,1744112700.0,1.18,True,1.18,15.0
A,1744117200.0,1744116300.0,711,1744116300.0,1.18,True,1.18,15.0
A,1744120800.0,1744119900.0,715,1744119900.0,1.18,True,1.18,15.0
A,1744124400.0,1744123500.0,719,1744123500.0,1.18,True,1.18,15.0
A,1744128000.0,1744127100.0,723,1744127100.0,1.2,True,1.2,15.0
A,1744131600.0,1744130700.0,727,1744130700.0,1.23,True,1.23,15.0
A,1744135200.0,1744134300.0,731,1744134300.0,1.27,True,1.27,15.0
A,1744138800.0,1744137900.0,735,1744137900.0,1.3,True,1.3,15.0
A,1744142400.0,1744141500.0,739,1744141500.0,1.32,True,1.32,15.0
A,1744146000.0,1744145100.0,743,1744145100.0,1.35,True,1.35,15.0
A,1744149600.0,1744148700.0,747,1744148700.0,1.39,True,1.39,15.0
A,1744153200.0,1744152300.0,751,1744152300.0,1.49,True,1.49,15.0
A,1744156800.0,1744155900.0,755,1744155900.0,1.79,True,1.79,15.0
A,1744160400.0,1744159500.0,759,1744159500.0,2.29,True,2.29,15.0
A,1744164000.0,1744163100.0,763,1744163100.0,2.67,True,2.67,15.0
A,1744167600.0,1744166700.0,767,1744166700.0,2.86,True,2.86,15.0
A,1744171200.0,1744170300.0,771,1744170300.0,2.97,True,2.97,15.0
A,1744174800.0,1744173900.0,775,1744173900.0,3.05,True,3.05,15.0
A,1744178400.0,1744177500.0,779,1744177500.0,3.12,True,3.12,15.0
A,1744182000.0,1744181100.0,783,1744181100.0,3.18,True,3.18,15.0
A,1744185600.0,1744184700.0,787,1744184700.0,3.2,True,3.2,15.0
A,1744189200.0,1744188300.0,791,1744188300.0,3.2,True,3.2,15.0
A,1744192800.0,1744191900.0,795,1744191900.0,3.18,True,3.18,15.0
A,1744196400.0,1744195500.0,799,1744195500.0,3.14,True,3.14,15.0
A,1744200000.0,1744199100.0,803,1744199100.0,3.1,True,3.1,15.0
A,1744203600.0,1744202700.0,807,1744202700.0,3.03,True,3.03,15.0
A,1744207200.0,1744206300.0,811,1744206300.0,2.94,True,2.94,15.0
A,1744210800.0,1744209900.0,815,1744209900.0,2.85,True,2.85,15.0
A,1744214400.0,1744213500.0,819,1744213500.0,2.78,True,2.78,15.0
A,1744218000.0,1744217100.0,823,1744217100.0,2.76,True,2.76,15.0
A,1744221600.0,1744220700.0,827,1744220700.0,2.8,True,2.8,15.0
A,1744225200.0,1744224300.0,831,1744224300.0,2.83,True,2.83,15.0
A,1744228800.0,1744227900.0,835,1744227900.0,2.84,True,2.84,15.0
A,1744232400.0,1744231500.0,839,1744231500.0,2.82,True,2.82,15.0
A,1744236000.0,1744235100.0,843,1744235100.0,2.8,True,2.8,15.0
A,1744239600.0,1744238700.0,847,1744238700.0,2.79,True,2.79,15.0
A,1744243200.0,1744242300.0,851,1744242300.0,2.8,True,2.8,15.0
A,1744246800.0,1744245900.0,855,1744245900.0,2.81,True,2.81,15.0
A,1744250400.0,1744249500.0,859,1744249500.0,2.81,True,2.81,15.0
A,1744254000.0,1744253100.0,863,1744253100.0,2.8,True,2.8,15.0
A,1744257600.0,1744256700.0,867,1744256700.0,2.79,True,2.79,15.0
A,1744261200.0,1744260300.0,871,1744260300.0,2.77,True,2.77,15.0
A,1744264800.0,1744263900.0,875,1744263900.0,2.76,True,2.76,15.0
A,1744268400.0,1744267500.0,879,1744267500.0,2.76,True,2.76,15.0
A,1744272000.0,1744271100.0,883,1744271100.0,2.77,True,2.77,15.0
A,1744275600.0,1744274700.0,887,1744274700.0,2.78,True,2.78,15.0
A,1744279200.0,1744278300.0,891,1744278300.0,2.8,True,2.8,15.0
A,1744282800.0,1744281900.0,895,1744281900.0,2.81,True,2.81,15.0
A,1744286400.0,1744285500.0,899,1744285500.0,2.84,True,2.84,15.0
A,1744290000.0,1744289100.0,903,1744289100.0,2.86,True,2.86,15.0
A,1744293600.0,1744292700.0,907,1744292700.0,2.87,True,2.87,15.0
A,1744297200.0,1744296300.0,911,1744296300.0,2.89,True,2.89,15.0
A,1744300800.0,1744299900.0,915,1744299900.0,2.88,True,2.88,15.0
A,1744304400.0,1744303500.0,919,1744303500.0,2.87,True,2.87,15.0
A,1744308000.0,1744307100.0,923,1744307100.0,2.85,True,2.85,15.0
A,1744311600.0,1744310700.0,927,1744310700.0,2.84,True,2.84,15.0
A,1744315200.0,1744314300.0,931,1744314300.0,2.83,True,2.83,15.0
A,1744318800.0,1744317900.0,935,1744317900.0,2.82,True,2.82,15.0
A,1744322400.0,1744321500.0,939,1744321500.0,2.78,True,2.78,15.0
A,1744326000.0,1744325100.0,943,1744325100.0,2.69,True,2.69,15.0
A,1744329600.0,1744328700.0,947,1744328700.0,2.56,True,2.56,15.0
A,1744333200.0,1744332300.0,951,1744332300.0,2.43,True,2.43,15.0
A,1744336800.0,1744335900.0,955,1744335900.0,2.31,True,2.31,15.0
A,1744340400.0,1744339500.0,959,1744339500.0,2.21,True,2.21,15.0
A,1744344000.0,1744343100.0,963,1744343100.0,2.13,True,2.13,15.0
A,1744347600.0,1744346700.0,967,1744346700.0,2.08,True,2.08,15.0
A,1744351200.0,1744350300.0,971,1744350300.0,2.03,True,2.03,15.0
A,1744354800.0,1744353900.0,975,1744353900.0,2.0,True,2.0,15.0
A,1744358400.0,1744357500.0,979,1744357500.0,1.96,True,1.96,15.0
A,1744362000.0,1744361100.0,983,1744361100.0,1.94,True,1.94,15.0
A,1744365600.0,1744364700.0,987,1744364700.0,1.93,True,1.93,15.0
A,1744369200.0,1744368300.0,991,1744368300.0,1.96,True,1.96,15.0
A,1744372800.0,1744371900.0,995,1744371900.0,2.06,True,2.06,15.0
A,1744376400.0,1744375500.0,999,1744375500.0,2.2,True,2.2,15.0
A,1744380000.0,1744379100.0,1003,1744379100.0,2.31,True,2.31,15.0
A,1744383600.0,1744382700.0,1007,1744382700.0,2.41,True,2.41,15.0
A,1744387200.0,1744386300.0,1011,1744386300.0,2.5,True,2.5,15.0
A,1744390800.0,1744389900.0,1015,1744389900.0,2.6,True,2.6,15.0
A,1744394400.0,1744393500.0,1019,1744393500.0,2.65,True,2.65,15.0
A,1744398000.0,1744397100.0,1023,1744397100.0,2.65,True,2.65,15.0
A,1744401600.0,1744400700.0,1027,1744400700.0,2.62,True,2.62,15.0
A,1744405200.0,1744404300.0,1031,1744404300.0,2.58,True,2.58,15.0
A,1744408800.0,1744407900.0,1035,1744407900.0,2.55,True,2.55,15.0
A,1744412400.0,1744411500.0,1039,1744411500.0,2.55,True,2.55,15.0
A,1744416000.0,1744415100.0,1043,1744415100.0,2.59,True,2.59,15.0
A,1744419600.0,1744418700.0,1047,1744418700.0,2.64,True,2.64,15.0
A,1744423200.0,1744422300.0,1051,1744422300.0,2.69,True,2.69,15.0
A,1744426800.0,1744425900.0,1055,1744425900.0,2.73,True,2.73,15.0
A,1744430400.0,1744429500.0,1059,1744429500.0,2.76,True,2.76,15.0
A,1744434000.0,1744433100.0,1063,1744433100.0,2.81,True,2.81,15.0
A,1744437600.0,1744436700.0,1067,1744436700.0,2.85,True,2.85,15.0
A,1744441200.0,1744440300.0,1071,1744440300.0,2.88,True,2.88,15.0
A,1744444800.0,1744443900.0,1075,1744443900.0,2.89,True,2.89,15.0
A,1744448400.0,1744447500.0,1079,1744447500.0,2.86,True,2.86,15.0
A,1744452000.0,1744451100.0,1083,1744451100.0,2.8,True,2.8,15.0
A,1744455600.0,1744454700.0,1087,1744454700.0,2.7,True,2.7,15.0
A,1744459200.0,1744458300.0,1091,1744458300.0,2.59,True,2.59,15.0
A,1744462800.0,1744461900.0,1095,1744461900.0,2.49,True,2.49,15.0
A,1744466400.0,1744465500.0,1099,1744465500.0,2.4,True,2.4,15.0
A,1744470000.0,1744469100.0,1103,1744469100.0,2.32,True,2.32,15.0
A,1744473600.0,1744472700.0,1107,1744472700.0,2.24,True,2.24,15.0
A,1744477200.0,1744476300.0,1111,1744476300.0,2.18,True,2.18,15.0
A,1744480800.0,1744479900.0,1115,1744479900.0,2.12,True,2.12,15.0
A,1744484400.0,1744483500.0,1119,1744483500.0,2.08,True,2.08,15.0
A,1744488000.0,1744487100.0,1123,1744487100.0,2.04,True,2.04,15.0
A,1744491600.0,1744490700.0,1127,1744490700.0,2.02,True,2.02,15.0
A,1744495200.0,1744494300.0,1131,1744494300.0,2.0,True,2.0,15.0
A,1744498800.0,1744497900.0,1135,1744497900.0,1.98,True,1.98,15.0
A,1744502400.0,1744501500.0,1139,1744501500.0,1.97,True,1.97,15.0
A,1744506000.0,1744505100.0,1143,1744505100.0,1.95,True,1.95,15.0
A,1744509600.0,1744508700.0,1147,1744508700.0,1.93,True,1.93,15.0
A,1744513200.0,1744512300.0,1151,1744512300.0,1.92,True,1.92,15.0
A,1744516800.0,1744515900.0,1155,1744515900.0,1.92,True,1.92,15.0
A,1744520400.0,1744519500.0,1159,1744519500.0,1.94,True,1.94,15.0
A,1744524000.0,1744523100.0,1163,1744523100.0,2.0,True,2.0,15.0
A,1744527600.0,1744526700.0,1167,1744526700.0,2.07,True,2.07,15.0
A,1744531200.0,1744530300.0,1171,1744530300.0,2.13,True,2.13,15.0
A,1744534800.0,1744533900.0,1175,1744533900.0,2.16,True,2.16,15.0
A,1744538400.0,1744537500.0,1179,1744537500.0,2.15,True,2.15,15.0
A,1744542000.0,1744541100.0,1183,1744541100.0,2.09,True,2.09,15.0
A,1744545600.0,1744544700.0,1187,1744544700.0,1.99,True,1.99,15.0
A,1744549200.0,1744548300.0,1191,1744548300.0,1.87,True,1.87,15.0
A,1744552800.0,1744551900.0,1195,1744551900.0,1.75,True,1.75,15.0
A,1744556400.0,1744555500.0,1199,1744555500.0,1.64,True,1.64,15.0
A,1744560000.0,1744559100.0,1203,1744559100.0,1.55,True,1.55,15.0
A,1744563600.0,1744562700.0,1207,1744562700.0,1.47,True,1.47,15.0
A,1744567200.0,1744566300.0,1211,1744566300.0,1.4,True,1.4,15.0
A,1744570800.0,1744569900.0,1215,1744569900.0,1.35,True,1.35,15.0
A,1744574400.0,1744573500.0,1219,1744573500.0,1.31,True,1.31,15.0
A,1744578000.0,1744577100.0,1223,1744577100.0,1.29,True,1.29,15.0
A,1744581600.0,1744580700.0,1227,1744580700.0,1.26,True,1.26,15.0
A,1744585200.0,1744584300.0,1231,1744584300.0,1.25,True,1.25,15.0
A,1744588800.0,1744587900.0,1235,1744587900.0,1.24,True,1.24,15.0
A,1744592400.0,1744591500.0,1239,1744591500.0,1.24,True,1.24,15.0
A,1744596000.0,1744595100.0,1243,1744595100.0,1.23,True,1.23,15.0
A,1744599600.0,1744598700.0,1247,1744598700.0,1.23,True,1.23,15.0
A,1744603200.0,1744602300.0,1251,1744602300.0,1.23,True,1.23,15.0
A,1744606800.0,1744605900.0,1255,1744605900.0,1.33,True,1.33,15.0
A,1744610400.0,1744609500.0,1259,1744609500.0,1.7,True,1.7,15.0
A,1744614000.0,1744613100.0,1263,1744613100.0,2.08,True,2.08,15.0
A,1744617600.0,1744616700.0,1267,1744616700.0,2.27,True,2.27,15.0
A,1744621200.0,1744620300.0,1271,1744620300.0,2.33,True,2.33,15.0
A,1744624800.0,1744623900.0,1275,1744623900.0,2.32,True,2.32,15.0
A,1744628400.0,1744627500.0,1279,1744627500.0,2.26,True,2.26,15.0
A,1744632000.0,1744631100.0,1283,1744631100.0,2.18,True,2.18,15.0
A,1744635600.0,1744634700.0,1287,1744634700.0,2.09,True,2.09,15.0
A,1744639200.0,1744638300.0,1291,1744638300.0,2.02,True,2.02,15.0
A,1744642800.0,1744641900.0,1295,1744641900.0,1.95,True,1.95,15.0
A,1744646400.0,1744645500.0,1299,1744645500.0,1.91,True,1.91,15.0
A,1744650000.0,1744649100.0,1303,1744649100.0,1.87,True,1.87,15.0
A,1744653600.0,1744652700.0,1307,1744652700.0,1.86,True,1.86,15.0
A,1744657200.0,1744656300.0,1311,1744656300.0,1.88,True,1.88,15.0
A,1744660800.0,1744659900.0,1315,1744659900.0,1.94,True,1.94,15.0
A,1744664400.0,1744663500.0,1319,1744663500.0,2.01,True,2.01,15.0
A,1744668000.0,1744667100.0,1323,1744667100.0,2.08,True,2.08,15.0
A,1744671600.0,1744670700.0,1327,1744670700.0,2.13,True,2.13,15.0
A,1744675200.0,1744674300.0,1331,1744674300.0,2.16,True,2.16,15.0
A,1744678800.0,1744677900.0,1335,1744677900.0,2.18,True,2.18,15.0
A,1744682400.0,1744681500.0,1339,1744681500.0,2.19,True,2.19,15.0
A,1744686000.0,1744685100.0,1343,1744685100.0,2.19,True,2.19,15.0
A,1744689600.0,1744688700.0,1347,1744688700.0,2.2,True,2.2,15.0
A,1744693200.0,1744692300.0,1351,1744692300.0,2.21,True,2.21,15.0
A,1744696800.0,1744695900.0,1355,1744695900.0,2.26,True,2.26,15.0
A,1744700400.0,1744699500.0,1359,1744699500.0,2.32,True,2.32,15.0
A,1744704000.0,1744703100.0,1363,1744703100.0,2.37,True,2.37,15.0
A,1744707600.0,1744706700.0,1367,1744706700.0,2.41,True,2.41,15.0
A,1744711200.0,1744710300.0,1371,1744710300.0,2.43,True,2.43,15.0
A,1744714800.0,1744713900.0,1375,1744713900.0,2.43,True,2.43,15.0
A,1744718400.0,1744717500.0,1379,1744717500.0,2.44,True,2.44,15.0
A,1744722000.0,1744721100.0,1383,1744721100.0,2.43,True,2.43,15.0
A,1744725600.0,1744724700.0,1387,1744724700.0,2.41,True,2.41,15.0
A,1744729200.0,1744728300.0,1391,1744728300.0,2.36,True,2.36,15.0
A,1744732800.0,1744731900.0,1395,1744731900.0,2.29,True,2.29,15.0
A,1744736400.0,1744735500.0,1399,1744735500.0,2.22,True,2.22,15.0
A,1744740000.0,1744739100.0,1403,1744739100.0,2.17,True,2.17,15.0
A,1744743600.0,1744742700.0,1407,1744742700.0,2.13,True,2.13,15.0
A,1744747200.0,1744746300.0,1411,1744746300.0,2.1,True,2.1,15.0
A,1744750800.0,1744749900.0,1415,1744749900.0,2.08,True,2.08,15.0
